,place_name,place_id,lat,lng,type
221,Arquidiocese de Natal,ChIJCZF0DBEAswcRSRRGxq6X5ng,-5.7881673,-35.2035321,church
222,Paróquia de São Sebastião,ChIJw_Vsrq2qswcRk--ZfPrr1pk,-5.8013197,-35.2229604,church
223,Igreja Adventista do Sétimo Dia de Cidade da Esperança,ChIJgxnAbxVVsgcRsrC3fwI0TdQ,-5.82121,-35.23887499999999,church
224,Primeira Igreja Presbiteriana Independente de Natal,ChIJVy8BtnIAswcRKd3vUWLJSlE,-5.7872088,-35.20512250000001,church
225,Igreja Batista de Capim Macio,ChIJkdE-e0P_sgcRD5dJBNb2Wdg,-5.862545099999999,-35.2018155,church
226,"IEADERN - Assembleia de Deus Amarante II, setor 28",ChIJ5Sj87A2rswcRiV6LAdfmMig,-5.7746341,-35.27700890000001,church
227,Igreja Evangélica Assembléia de Deus em Parnamirim/RN - ADPAR,ChIJiat4PwtXsgcRluihtMGjyP0,-5.9241144,-35.262854,church
228,Igreja Presbiteriana do Pirangi,ChIJt0j4DlP_sgcRm25fGO7NYuM,-5.875102900000001,-35.2083758,church
229,Igreja de Cristo no Brasil - San Vale,ChIJu6mpi0JVsgcRJbsJPGVnxpM,-5.861584499999999,-35.2214736,church
230,Assembleia de Deus Rios de Água Viva,ChIJg4artZmrswcRNVPYtOMltPA,-5.7577224,-35.2828133,church
231,Igreja do Evangelho Quadrangular,ChIJZYKN7rSqswcRBDIbrp_OIuk,-5.801512,-35.2332535,church
232,Evangelical Church Assembly of God,ChIJB0FNfzL_sgcRpSq3haENLJs,-5.875005300000001,-35.182301,church
233,São Lucas Parish,ChIJXU3MIRGrswcRJEOjCxByP2I,-5.777447,-35.27271100000001,church
234,Paróquia Santuário Nossa Senhora de Fátima,ChIJWfe0LyCqswcRZf6btSX_Cd0,-5.7346116,-35.2374327,church
235,Igreja Batista do Alecrim,ChIJax89jquqswcRbGNsR5dfdyg,-5.8012564,-35.2199276,church
236,Evangelical Church Assembly of God,ChIJx7mE6Pv_sgcRngH5WsIWcMk,-5.811630699999999,-35.2088952,church
237,Igreja Batista of Hope,ChIJHYxyrmtVsgcRXfZBQ97EFhs,-5.823557999999999,-35.233486,church
238,Igreja Adventista do Sétimo Dia - Nova Natal,ChIJn4uc1SqqswcRRoyJ0rvKMR8,-5.7330834,-35.2587321,church
239,Parish St. Francis of Assisi,ChIJ80XjaOZVsgcRC3yJiNKgzEc,-5.8674998,-35.2340115,church
240,Igreja Batista Cristã,ChIJLexKUK2qswcR3n5W6Vkzlds,-5.8005851,-35.2277649,church
241,Igreja Adventista do Sétimo dia do Alecrim,ChIJwXtQCayqswcRomdClyp8avY,-5.800608899999999,-35.220696,church
242,Igreja Presbiteriana Marinas Praia Sul,ChIJ2YDRLUP_sgcRP8etGTC-X80,-5.861110999999999,-35.2032669,church
243,Catedral das Assembleias de Deus Campo Alecrim,ChIJD94WQktVsgcRxWtoxeREiDg,-5.804440100000001,-35.2322152,church
244,Universal Church of the Kingdom of God,ChIJVcmOcxJXsgcRAw0M0-HIG8E,-5.919573600000001,-35.26929520000001,church
245,Segunda Igreja Presbiteriana Independente de Natal - (2ª IPI),ChIJtxF-x_r_sgcRAhcRXV3yG-Y,-5.8130545,-35.2047877,church
246,Evangelical Church Assembly of God,ChIJ23PD8mVWsgcRRFj-D-WDmHo,-5.8851378,-35.248367,church
247,Igreja Presbiteriana Memorial do Natal,ChIJbbfEkDhVsgcRINbiv2OxSag,-5.815515899999999,-35.23650979999999,church
248,Universal Church of the Kingdom of God,ChIJuaej_1JVsgcRVffcckUcMmc,-5.806757,-35.2329519,church
249,Igreja Matriz de Nossa Senhora da Conceição,ChIJdyPgaS5SsgcRfSm6ytFHRmw,-5.858067,-35.353481,church
250,ADPAZ ZONA SUL,ChIJmWHqBGX_sgcR0ZzGW8OWwH8,-5.862564,-35.20581289999999,church
251,Igreja de Cristo Cidade Verde,ChIJWQednJX4sgcRUIqoLl3HyJI,-5.8951744,-35.1960156,church
252,igreja Apostólica Ministério Cristão ABA PAI,ChIJm_2nurr4sgcRl1kfGnBhptU,-5.887703699999999,-35.1970853,church
253,Igreja Universal do Reino de Deus,ChIJ60ZLm4z_sgcRVbftiinz2ho,-5.8241482,-35.2088261,church
254,A Igreja de Jesus Cristo dos Santos dos Últimos Dias,ChIJS_T7h774sgcRUsEstzcKCrA,-5.892019299999999,-35.19768459999999,church
255,Igreja Internacional da Graça de Deus,ChIJ4x9mrE1VsgcRUXU6i-0mLiA,-5.805807599999999,-35.2283816,church
256,Igreja Adventista do Setimo Dia da Redinha,ChIJe24JeqMAswcRdvd7Fm6Eu3Y,-5.7484898,-35.20631209999999,church
257,Hope Igreja Batista,ChIJhysLDBVVsgcRuhCWRxak7X0,-5.821908000000001,-35.239052,church
258,Brazilian Missionary Igreja Batista,ChIJG06IEDT_sgcRkEvEqLr7DEU,-5.873785100000001,-35.1884525,church
259,Igreja Cristã Evangélica Cidade Praia,ChIJVVVVVXGpswcRQT-tvjK9YcU,-5.7462037,-35.2615425,church
260,Assembleia de Deus - Ministério da Plenitude (Pajuçara),ChIJgRs3XfpVsgcRBbrz6bsbE9o,-5.721670899999999,-35.2440658,church
261,Igreja Evangelica Assembleia de Deus,ChIJbUCBTBsAswcRzracwckzCKM,-5.8004627,-35.2034196,church
262,Clube de Desbravadores Castelo Forte,ChIJqZWc1SqqswcRO6Y_10VOEBg,-5.733138999999999,-35.25860799999999,church
263,Igreja Evangélica Assembleia de Deus - Gramoré - Setor XI,ChIJdVPqiIepswcR4vrUGKdwRCg,-5.7316812,-35.2499998,church
264,Igreja de Nossa Senhora do Rosário,ChIJGeLGzN6rswcRVeYdJl5xxTE,-5.732751999999999,-35.275329,church
265,Assembleia de Deus Missão Resgate,ChIJLxUoaaKrswcRCrjtSsKJ8-s,-5.7599531,-35.2786999,church
266,Igreja Assembléia de Deus do Mato Grosso do Sul em Natal,ChIJ10XVVXypswcRCb641jXumiw,-5.727926999999999,-35.266839,church
267,A Igreja de Jesus Cristo dos Santos Dos Ultimos Dias - Instituto Natal,ChIJvcXeuZT_sgcRCXbei3zUt_U,-5.8412144,-35.2121209,church
268,Igreja Assembléia de Deus - Pirangi,ChIJVxMW3k__sgcR07MWPpyVVCk,-5.866795699999999,-35.2038293,church
269,Hospital de Olhos do Rio Grande do Norte Ltda,ChIJOdH4qxQAswcRomfAIg0klf0,-5.788450199999998,-35.197789,doctor
270,Clinica Marco Almeida,ChIJeVx9DeX_sgcR2EtrhjRqwVY,-5.813347899999999,-35.2017055,doctor
271,Equipe Unicad,ChIJ7daMNhMAswcRb4zq8uNukvU,-5.788465299999999,-35.19985,doctor
272,Medimagem,ChIJHxZN5BAAswcRVcLKxHOt78g,-5.794932399999999,-35.2003408,doctor
273,Clinic More Women,ChIJAacRqBQAswcREDy0vllaOuQ,-5.7879802,-35.1981237,doctor
274,Pedro Cavalcanti Clinic - Tyrol,ChIJKeF2dBEAswcRtcDNSv0LhM4,-5.792210899999999,-35.2004058,doctor
275,All Pé Dr. Scholl,ChIJoXwAyT7_sgcRiy6hoP34j5Y,-5.862506399999999,-35.1905608,doctor
276,Cardiocentro,ChIJ-9kqNRMAswcR96e0yuFR2_8,-5.7903718,-35.2011509,doctor
277,Medcenter,ChIJG3DYWfz_sgcRYnP5kh4hWtM,-5.8029115,-35.2050072,doctor
278,Odonto Radiological Institute Of Natal,ChIJ_732g2wAswcRU3PMdqAhOw0,-5.785871200000001,-35.2000562,doctor
279,"Arnóbio Pacheco, Dr",ChIJi4eOBBMAswcRkxmtMSMTXVM,-5.789887999999999,-35.20091469999999,doctor
280,AMI Tirol,ChIJ2frIRBsAswcR37GSVrWBhoI,-5.8006622,-35.2028775,doctor
281,Centro de Endocrinologia de Natal,ChIJK0PmHxEAswcRpb2Qwgmkrxs,-5.7915668,-35.19816660000001,doctor
282,Endoscopia Institute Natal Digestive,ChIJlUKdMxMAswcR6OjsJP53woc,-5.7908012,-35.2005878,doctor
283,SKOPIA Clínica do Aparelho Digestivo,ChIJBRJgBhUAswcRwHo7sqIUmqI,-5.7905839,-35.1949364,doctor
284,Oral Estética,ChIJ81rH_FhVsgcRzp7BGTB0HJg,-5.816190199999999,-35.2172619,doctor
285,Otoclínica Otorrinolaringologia,ChIJd0gPlBoAswcRSWxqwNQo8d0,-5.800095399999999,-35.2029872,doctor
286,Cardioclínica - Dr. Ovídio Fernandes,ChIJBxtueRQAswcR7HR-YBvOV7A,-5.790650999999999,-35.19885099999999,doctor
287,Gastrocentro,ChIJfV4w0gQAswcRPE0k707QC4o,-5.798699200000001,-35.2037056,doctor
288,Clinical Center Igapó,ChIJFyO2bQmrswcRU7_2q97p-_A,-5.7716372,-35.2640367,doctor
289,Autran Nunes Odontologia,ChIJHwjofBEAswcRr7vINPl5_xE,-5.7935348,-35.1984028,doctor
290,Orale Odontologia Personalizada,ChIJaUt0MRMAswcR7wB1mw3vALw,-5.7883444,-35.200229,doctor
291,Clínica Reabilite-Centro de Fisioterapia e Medicina Integrado,ChIJ3d3HaRMAswcRYqj7gLiYzi4,-5.789281699999999,-35.1996656,doctor
292,Clínica In Forma,ChIJ7yBJ0AIAswcRICPS9e4ffz0,-5.803564699999999,-35.2042209,doctor
293,Bio Clínica,ChIJb_R1Wfz_sgcRpIOGtSBz074,-5.8084943,-35.2068288,doctor
294,Clinical Christ the King,ChIJCyT1J1D_sgcRTOvV_SXhtas,-5.869166600000001,-35.2042209,doctor
295,Edilza Maria Andrade,ChIJJ7ZNqPD_sgcRoHAjtLXQfuA,-5.8181227,-35.2102199,doctor
296,Otocentro RN,ChIJDSHFEBsAswcR7uRz7DiDwog,-5.824433099999999,-35.2066427,doctor
297,Tereza Luz Ortodontia,ChIJex41cGkAswcRX8QcSEembDE,-5.7824398,-35.19650470000001,doctor
298,Luiz Paulo Vieira,ChIJ-9nVkBoAswcR6KTzAF0N3_Y,-5.7907856,-35.1997363,doctor
299,Centro de Radiologia de Natal,ChIJ31Rp8PP_sgcRYAKRk2VsCyg,-5.8187313,-35.2092324,doctor
300,Vita Pilates,ChIJgVwdBX7_sgcRExoFUQz6Zhw,-5.840711799999999,-35.2175463,doctor
301,Dr. Jean Pedro Damião - Disfunção e Dor ATM - Bucomaxilofacial,ChIJf8nKUfr_sgcRWF62WUkT7H4,-5.818379600000001,-35.2216512,doctor
302,CEN - Laboratory,ChIJF0HG1S__sgcRly5EO-ojOuM,-5.8711423,-35.1817788,doctor
303,Fonoaudiólogo em Parnamirim,ChIJB8GcewZXsgcRGqa8Wya9n34,-5.9135926,-35.2641383,doctor
304,Dr Jarbas Uchôa de Araújo,ChIJ9fmNihYAswcRwU3thqV7U7g,-5.793723000000001,-35.19717099999999,doctor
305,Angio Cárdio,ChIJ9y-c5RMAswcRV52KKNGho3A,-5.7915902,-35.2008471,doctor
306,Clínica Marcio Tassino,ChIJDw-vpRIAswcR1Z8F4e2vosA,-5.7885129,-35.2032763,doctor
307,Clínica Marcos Aurélio Machado,ChIJVw7rpfD_sgcR2NJ0WjcGYBI,-5.814001999999999,-35.209149,doctor
308,Dentista Popular,ChIJQ-F-2nIAswcRue4_DV8L-Yg,-5.787106899999999,-35.2061326,doctor
309,Clínica Hemo-Onco,ChIJm5RX-hMAswcRTVnqvA02LOY,-5.785898599999999,-35.19634959999999,doctor
310,Nefron Clínica,ChIJr6ZRJBMAswcR-PRvs4wQHBY,-5.7881523,-35.2018984,doctor
311,Clínica Mensana,ChIJF049q-L_sgcRVHUoLcKgbIg,-5.805358699999998,-35.2041914,doctor
312,Cia Oral,ChIJi5-MOgkAswcRYEwbTIhosfQ,-5.802977900000001,-35.2218399,doctor
313,Instituto do cérebro,ChIJD5ChyBMAswcR-ZCLSgvd7to,-5.7824151,-35.19648180000001,doctor
314,C I A M,ChIJYSn-4O3_sgcREMdY--vr2ow,-5.8181011,-35.2024172,doctor
315,Atendimento Odontológico para Pacientes com Comprometimento Sistêmico,ChIJpYkaSRoAswcRfLpOr0WDvAE,-5.799428499999999,-35.1956117,doctor
316,Espaço Fono - Audiometria & Terapia Fonoaudiológica,ChIJB8GcewZXsgcRhQP9MA22EjM,-5.9135926,-35.2641383,doctor
317,Dentistas Premier Odonto - Potengi,ChIJj7ZVbVCqswcRjnW2k4_bNhw,-5.7575711,-35.2493807,doctor
318,DR. DAVI PONTES CIRURGIA PLÁSTICA NATAL E TRANSPLANTE CAPILAR - CLÍNICA ESTETCENTER,ChIJvaVKE2kAswcRiKpPZPdyoUA,-5.803775,-35.21248120000001,doctor
319,Institute of Oncology Hematology Christmas,ChIJcz0BcHQAswcRKRHAm4GUGM0,-5.7814233,-35.196886,doctor
320,Fonoaudiologia Padovan,ChIJ4aL3pERVsgcRMVcPYS5dsWA,-5.820456699999999,-35.2162422,doctor
321,Dr. Leonardo Ribeiro de Andrade,ChIJm5RX-hMAswcRolmiKw6q0l8,-5.792743,-35.200807,doctor
322,CDR - Natal Clínica de Doenças Renais,ChIJyQL8_28AswcRXQtfu59KtHY,-5.7788974,-35.2037095,doctor
323,Espaço Saúde e Movimento,ChIJeW3Lq4H_sgcRXWuCNkybP6Q,-5.8382361,-35.211979,doctor
324,Pró Saúde Clínica,ChIJudpxXvv_sgcRnSkL_PNttzk,-5.810190599999999,-35.2051118,doctor
325,Ecolab,ChIJHSA0E2kAswcRVmspo2_UfGI,-5.7824151,-35.19648180000001,doctor
326,Sociedade de Pediatria do Rio Grande do Norte,ChIJkyy_r_D_sgcROUzZXtICubw,-5.809285399999999,-35.2220818,doctor
327,Dra. Soraya Cruz,ChIJrbUenRoAswcRMCP3SP1Jb88,-5.808108099999999,-35.20372,doctor
328,Hospital Odontológico,ChIJTfxZIamqswcRSmbFY9-rY30,-5.798006600000001,-35.2192474,doctor
329,Alpha Odonto Clínica Especializada de Natal,ChIJo3wkUvr_sgcRY9lPf-P1g5M,-5.8121712,-35.2072173,dentist
330,Uniodonto,ChIJ9SgEYRMAswcRu2phXGF4mCQ,-5.789402600000001,-35.1986483,dentist
331,Oral Estética,ChIJ81rH_FhVsgcRzp7BGTB0HJg,-5.816190199999999,-35.2172619,dentist
332,IORN - Instituto Odonto-Radiológico de Natal - Seaway,ChIJO8UYDz__sgcRD-aRT3Se3xA,-5.8599286,-35.1943773,dentist
333,Paulident,ChIJHw-r31CqswcRkr1CZ2iN2rc,-5.7615025,-35.2501699,dentist
334,Clínica Vicente de Paula,ChIJ7S8KpeL_sgcRbdZBapHdREE,-5.8056167,-35.2035355,dentist
335,Autran Nunes Odontologia,ChIJHwjofBEAswcRr7vINPl5_xE,-5.7935348,-35.1984028,dentist
336,Orale Odontologia Personalizada,ChIJaUt0MRMAswcR7wB1mw3vALw,-5.7883444,-35.200229,dentist
337,Orthon New ClÍnica de Ortodontia,ChIJv6cX5gwAswcRr9SY4Pi7V3E,-5.7883816,-35.2069076,dentist
338,Centro de Assistência Social Cedrus,ChIJve5hVKqqswcR0GJGwrV-gXo,-5.801826000000001,-35.2175301,dentist
339,Clínica Vicente de Paula,ChIJF9vbWfz_sgcR5-p_lmwvnh0,-5.8031179,-35.2051655,dentist
340,Neo Odonto,ChIJdcdZnBQAswcRkemCk5Q7wmk,-5.7896556,-35.1989608,dentist
341,Cieo Clínica de Ortodontia,ChIJA8lRmIr_sgcRr4tU4pfC-h0,-5.832229,-35.2174903,dentist
342,Odontocentro,ChIJD6vDsXMAswcRY6P5Qpz5u2k,-5.784837,-35.2070756,dentist
343,Tereza Luz Ortodontia,ChIJex41cGkAswcRX8QcSEembDE,-5.7824398,-35.19650470000001,dentist
344,Multifam Clínica Médica e Odontológica,ChIJxX9_ZRIAswcRbhoLMk8JxKA,-5.7904334,-35.2031779,dentist
345,Odontoface,ChIJ-4-cNxsAswcRZFNlkdrU60o,-5.799631300000001,-35.2035824,dentist
346,Ortodontia Amil Dental Natal,ChIJf8nKUfr_sgcRfiJVTt9SIy8,-5.812235799999999,-35.207243,dentist
347,Carolina Cortez,ChIJaw0DoxIAswcRRGv_1cMBhHM,-5.788664600000001,-35.2038727,dentist
348,Clínica Dentária do Alecrim - Dentista Popular,ChIJVVVVVaiqswcRSl7Wm0UcNJY,-5.795509900000001,-35.2204492,dentist
349,Dr. Jean Pedro Damião - Disfunção e Dor ATM - Bucomaxilofacial,ChIJf8nKUfr_sgcRWF62WUkT7H4,-5.818379600000001,-35.2216512,dentist
350,Centro Clínico,ChIJGQFQAxoAswcRMLSyK7GTziM,-5.798575,-35.19774799999999,dentist
351,Dickson Martins da Fonseca Odontologia Integrada,ChIJGdsAs2wAswcROLnJ3qlNdRA,-5.7877745,-35.1996411,dentist
352,Dentista Popular,ChIJQ-F-2nIAswcRue4_DV8L-Yg,-5.787106899999999,-35.2061326,dentist
353,Cia Oral,ChIJi5-MOgkAswcRYEwbTIhosfQ,-5.802977900000001,-35.2218399,dentist
354,Mais Odonto,ChIJPZXwwAtXsgcRBt_-m6dAZ_g,-5.915287999999999,-35.260423,dentist
355,Atendimento Odontológico para Pacientes com Comprometimento Sistêmico,ChIJpYkaSRoAswcRfLpOr0WDvAE,-5.799428499999999,-35.1956117,dentist
356,LABVIDA - Laboratório de Análises Clínicas e Odontologia,ChIJ5z2m01KqswcR6YgQEi31pMI,-5.7589118,-35.2595769,dentist
357,Oral Way - Dental Center,ChIJDYS-Vfr_sgcRbWu6V2oOFcI,-5.8598668,-35.1944047,dentist
358,Odonto Centro,ChIJVVVVVaiqswcRKngJE3D4-Zc,-5.7958335,-35.2204955,dentist
359,Dentistas Premier Odonto - Potengi,ChIJj7ZVbVCqswcRjnW2k4_bNhw,-5.7575711,-35.2493807,dentist
360,POP - Parnamirim Odontologia Personalizada,ChIJS3jK6gdXsgcRw19XwN0BlaA,-5.9154934,-35.26020599999999,dentist
361,Carlos Alexandre Câmara,ChIJ5xenNxMAswcRvbN4AJN8SdA,-5.7884339,-35.1999223,dentist
362,Dental Care - Odontologia Especializada,ChIJYc_F_YD_sgcRAeo6DMuGeIw,-5.837703500000001,-35.2127603,dentist
363,Carlos Alexandre Câmara,ChIJZ_wRwgQAswcRfthm0QAil1Q,-5.799352000000001,-35.2053959,dentist
364,Sorridents Natal Alecrim,ChIJn9xiIamqswcRZL65ahkmwCo,-5.795869499999999,-35.2158205,dentist
365,Sorridents Natal Igapó,ChIJAQAAAAGrswcR3bh1QFRLWSI,-5.774010400000001,-35.25791840000001,dentist
366,Espaço Saúde e Movimento,ChIJeW3Lq4H_sgcRXWuCNkybP6Q,-5.8382361,-35.211979,dentist
367,Clinica Dentale,ChIJKXErTRpXsgcR7xgawE4zhHo,-5.920479,-35.26192899999999,dentist
368,Cofam Convênio Odontológico,ChIJyfARcv3_sgcRKfHDJLhXNKI,-5.8091952,-35.20741739999999,dentist
369,WM Fitness,ChIJn4j8IYf_sgcRUOwAmxmHZz8,-5.8344602,-35.2125635,gym
370,Academia Shaolin Kung Fu Garra de Águia - Ying Jow Pai,ChIJ2680hBZXsgcRM5RstK1WMDM,-5.921338,-35.271073,gym
371,M1 Fitness,ChIJIZmwax1VsgcROqQOqiPY19A,-5.823849399999999,-35.2591958,gym
372,The Pilates Studio Brasil,ChIJh9Uoj0RVsgcRDcsV0CoTIrw,-5.792898399999999,-35.2007814,gym
373,Bodytech - Tirol,ChIJF7UdWhAAswcR66ga_MA-OL4,-5.793368300000001,-35.2008743,gym
374,Corpo e Saúde Academia,ChIJvexClv__sgcRXCamTA6EXJc,-5.8062488,-35.2135804,gym
375,Hi Fit gym,ChIJbzjTCHH_sgcRYXAH-ewX2UA,-5.847335499999999,-35.2002419,gym
376,Fibra Academia,ChIJZw6aLWoAswcRxVSQSxb4JxE,-5.781383400000001,-35.2011287,gym
377,Ápice Academia,ChIJZ09SeWj_sgcRtVAaD26JpOc,-5.8559421,-35.202525,gym
378,Clínica Reabilite-Centro de Fisioterapia e Medicina Integrado,ChIJ3d3HaRMAswcRYqj7gLiYzi4,-5.789281699999999,-35.1996656,gym
379,Fisiovida Studio Pilates,ChIJVSh8619VsgcR37qfTs2qUYU,-5.820420299999999,-35.2152977,gym
380,Stylo Academia,ChIJGSEMpeP_sgcRt9p0-Q3XiHk,-5.811851799999999,-35.2014423,gym
381,Studio A2 Pilates,ChIJezf7VmX_sgcR0x7g-kDVnb0,-5.853803999999999,-35.205462,gym
382,Shaolin Kung Fu Garra de Águia,ChIJazXTQs34sgcR1jLyLu-VZgc,-5.878748000000001,-35.182557,gym
383,EXtreme Fitness Academy,ChIJadSgM2VVsgcRTCAYMa6I_Jk,-5.830356,-35.2239034,gym
384,Vita Pilates,ChIJgVwdBX7_sgcRExoFUQz6Zhw,-5.840711799999999,-35.2175463,gym
385,Espaço Vida Saudável Herbalife Lagoa Nova Natal RN,ChIJrfrmOVhVsgcRu-qIkxZl2EU,-5.8232773,-35.2182457,gym
386,Modeladores Yoga,ChIJc-LainIAswcR6zwYtYoRSaY,-5.7854997,-35.2052029,gym
387,ESCOLA DE BOXE CHINÊS E KUNG FU TRADICIONAL DO RN,ChIJE5VhMRRXsgcRjst2onEe7FA,-5.921381999999999,-35.271069,gym
388,Cirp,ChIJuyxOKhoAswcREyEq31_RLes,-5.7979473,-35.1975992,gym
389,Academia Garra Fitness,ChIJaUGOmw-rswcRCqLmhCgnupQ,-5.772454199999999,-35.27061279999999,gym
390,Escola de Kung Fu Lung Fu,ChIJgYvl2INVsgcRS3QWM4arVCs,-5.845231999999999,-35.21740599999999,gym
391,Foco Pilates,ChIJbwm8tTb_sgcRwxhcEXijtaA,-5.871956700000001,-35.1874948,gym
392,budokan-rn,ChIJg54FZWFVsgcRXUqWSRBGPGg,-5.826158800000001,-35.2186033,gym
393,Cia Movement,ChIJ_f__FwYAswcREgKqtuYathg,-5.797083,-35.21044799999999,gym
394,ESCOLA DE BOXE CHINÊS DO RN,ChIJhS2pR834sgcR9wO6pKJ-vy4,-5.921351,-35.271089,gym
395,PLATINUM PRIME,ChIJAS5eVVZVsgcRa95LyRaQbCw,-5.8109632,-35.2176348,gym
396,Academia Cel Walterler,ChIJdx0UkWcAswcRSOipK8xxXs8,-5.772416000000001,-35.1954229,gym
397,R3 Academia de Ginástica,ChIJFUVSeWj_sgcR5sGYsLg7M-k,-5.8559261,-35.2025678,gym
398,joão emanoel,ChIJg8gI6hWqswcRgSoEXbPUDCE,-5.911554499999999,-35.2713164,gym
399,New Life Academy,ChIJxWvZqWX_sgcR1Q8-KW5RrGA,-5.851366,-35.2076118,gym
400,Personal Academia Especializada,ChIJkyy_r_D_sgcR6iiMNYszpwE,-5.814134999999999,-35.21726,gym
401,Arena Academia,ChIJbwppvYz_sgcR8sa0h1u2ZDo,-5.823777000000001,-35.20860999999999,gym
402,H Fitness,ChIJ8-OiABxVsgcRDxDKZuzEseY,-5.8242587,-35.2533399,gym
403,Sport Life Academia,ChIJP0pNDExUsgcRUzs8mMBePpY,-5.849424299999999,-35.26304399999999,gym
404,Garra Equipamentos para Musculação,ChIJ3dVPvA-rswcR_C914zEEvfQ,-5.7719226,-35.27081979999999,gym
405,ACADEMIA MSL VITALLY,ChIJQxJs-wtVsgcRjCmg2xWkBuE,-5.834162200000001,-35.2419059,gym
406,Centro de treinamento TNT KOMBAT MuayThai,ChIJ2czDsLZVsgcRO6MpTFWgZaI,-5.851096,-35.252349,gym
407,Health Academy,ChIJZUiwxsusswcRWyf1YoispBs,-5.793069099999999,-35.3284151,gym
408,Bello's Academia,ChIJ-Ylh6warswcR-wR5NAJ1h2I,-5.768966400000001,-35.2659979,gym
409,Studio de Pilates K2,ChIJoUJqtnJVsgcRtVNYILAkpWM,-5.830383999999999,-35.23634430000001,gym
410,Academia Edu,ChIJC0v_VOSqswcR6ngnRkeHMOQ,-5.778011799999999,-35.2507249,gym
411,MaxXFIT Academia,ChIJUS9a5GxVsgcRe-6IaDCf5Gs,-5.827191699999999,-35.234959,gym
412,Core3 Fit Academia,ChIJw8FPpMxVsgcRo6hKZzZvsCw,-5.859452800000001,-35.2579009,gym
413,WL Movement Fitness,ChIJqeiSj8mqswcRsI3wNTmhhTk,-5.7975029,-35.236612,gym
414,Academia MSL Vitally Planalto,ChIJ8TERc8xVsgcR6GAD984QJJQ,-5.859633899999999,-35.2548103,gym
415,Health Academy,ChIJ03V98cWsswcR3vl2U1XRL6o,-5.7872062,-35.3311893,gym
416,BFC NAGASHIMA FERA TEAM,ChIJ6Tp7-bxVsgcRdNOjvBr87Rc,-5.849050500000001,-35.2400466,gym
417,High Performance Academy,ChIJUW8G1MdVsgcRMqYbVDBWV-E,-5.857364899999999,-35.2474855,gym
418,PJ Bravos Funcional Stúdio,ChIJb3ZZoaqrswcRXJISAi8KFgo,-5.765913599999999,-35.2598803,gym
419,Physico Pilates,ChIJ3_f3k6qrswcRJSODBPa-O84,-5.7653257,-35.26034509999999,gym
420,Physico Pilates,ChIJRz3Yw4xUFAURmtxjs8q3jW8,-5.7651996,-35.2604859,gym
421,Life Fitness,ChIJ194ezE1VsgcR4PSqHwCwcxE,-5.807388599999999,-35.2282576,gym
422,Fox Fitness,ChIJ-3r16MZVsgcRVhMDF0pDIjs,-5.858501599999999,-35.24386519999999,gym
423,Prime Fitness Academy,ChIJPb0Z0FpVsgcRQXqH7LG8_e0,-5.814464,-35.22520799999999,gym
424,Academia Fiber Fit,ChIJ96OZba6rswcRtBDDIddW2IQ,-5.758201899999999,-35.2650606,gym
425,Max Fit,ChIJbW7Dg62qswcRcfk_ibn6hNo,-5.801537300000001,-35.2254425,gym
426,CF1050,ChIJewxhZFBVsgcRiIhvfGDKKjE,-5.8122881,-35.2235458,gym
427,Kimura ZN,ChIJGxQhHlOqswcRiWcfQAqZ3_8,-5.7597383,-35.2571636,gym
428,Pitbull Brothers Lagoa Nova,ChIJ4TguhXIAswcRVO0ZcBGFxK0,-5.8130466,-35.2213936,gym
